created_at,tweet_text,hashtags
2022-11-05 21:36:48,"The war in my head tells a story that is worth believing....

#suicide #suicideawareness #suicideprevention","[{'text': 'suicide', 'indices': [62, 70]}, {'text': 'suicideawareness', 'indices': [71, 88]}, {'text': 'suicideprevention', 'indices': [89, 107]}]"
2022-11-05 21:28:46,RT @TalithaRisen: I saw a world famous psychic medium for almost four hours on Thursday who absolutely 100% connected &amp; then totally ignore…,[]
2022-11-05 21:22:36,"I saw a world famous psychic medium for almost four hours on Thursday who absolutely 100% connected &amp; then totally ignored my tweet to him, thanking him, so what am I supposed to FEEL about this?  Oh the same way I feel about being ignored by everyone including #SuicideAwareness","[{'text': 'SuicideAwareness', 'indices': [266, 283]}]"
2022-11-05 21:13:06,"@this_is_peebs No one is too damaged or broken to ""fix"".. anyone broken can be ""fixed"" Evil people can't be fixed... This is coming from my trauma therapist. BTW.. did I tell you I am thankful for my therapist?! I would not be here today if it were not for her.  #SuicideAwareness #depression","[{'text': 'SuicideAwareness', 'indices': [263, 280]}, {'text': 'depression', 'indices': [281, 292]}]"
2022-11-05 21:10:56,RT @OMGItsHelen86: May I please get 2 friends or family members (out of the few 100 folks on my page) to copy and re-post? I am trying to d…,[]
2022-11-05 21:10:20,"Closing Weekend Of Virtual Fest - ""Stay With Me"" Live Screening In Chicago November 12 https://t.co/kTVy45qsOK #MentalHealthMatters #mentalhealthawareness #SuicideAwareness #suicideloss https://t.co/XPTQexdXZ0","[{'text': 'MentalHealthMatters', 'indices': [111, 131]}, {'text': 'mentalhealthawareness', 'indices': [132, 154]}, {'text': 'SuicideAwareness', 'indices': [155, 172]}, {'text': 'suicideloss', 'indices': [173, 185]}]"
2022-11-05 20:54:27,"RT @PrematureTantie: Staying alive becomes so challenging when you're suicidal. 

Even when you don't have a plan to commit suicide, your m…",[]
2022-11-05 20:35:29,"#RedsockThursday #10thNovember
Next Thursday 

Redsock Wednesday last year r u joining in? This year it’s a Thursday 

Get your work places involved wear your red socks to work #SuicideAwareness 

#RedsockThursday 
#SuicideAwareness #Suicide https://t.co/XREdMuW8ma","[{'text': 'RedsockThursday', 'indices': [0, 16]}, {'text': '10thNovember', 'indices': [17, 30]}, {'text': 'SuicideAwareness', 'indices': [177, 194]}, {'text': 'RedsockThursday', 'indices': [197, 213]}, {'text': 'SuicideAwareness', 'indices': [215, 232]}, {'text': 'Suicide', 'indices': [233, 241]}]"
2022-11-05 20:31:17,RT @ashortsentence1: #selfcare it’s so bloody hard sometimes. #HappyWeekend to you all my Tweep friends. #mentalhealth #SuicideAwareness ht…,"[{'text': 'selfcare', 'indices': [21, 30]}, {'text': 'HappyWeekend', 'indices': [62, 75]}, {'text': 'mentalhealth', 'indices': [105, 118]}, {'text': 'SuicideAwareness', 'indices': [119, 136]}]"
2022-11-05 20:21:08,"RT @RositaDaz48: I am trying to demonstrate that someone is always listening, Please 🙏🏽 retweet!

#SuicideAwareness call 131114 

Just 2. A…","[{'text': 'SuicideAwareness', 'indices': [98, 115]}]"
2022-11-05 20:19:30,"RT @RachelB36245295: Today I cried many tears
Today I hurt
Today my anxiety is off the scale
Today I managed to work
Today I miss Mike
Toda…",[]
2022-11-05 20:18:27,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 20:18:03,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 20:11:26,"PSA: Listen to @Fearnecotton #HappyPlace podcast with @romankemp 

ARE YOU REALLY OK?

#mentalhealth #SuicidePrevention #checkinonyourpal #checkinonyourfamily #SuicideAwareness #nohealthwithoutmentalhealth","[{'text': 'HappyPlace', 'indices': [29, 40]}, {'text': 'mentalhealth', 'indices': [87, 100]}, {'text': 'SuicidePrevention', 'indices': [101, 119]}, {'text': 'checkinonyourpal', 'indices': [120, 137]}, {'text': 'checkinonyourfamily', 'indices': [138, 158]}, {'text': 'SuicideAwareness', 'indices': [159, 176]}, {'text': 'nohealthwithoutmentalhealth', 'indices': [177, 205]}]"
2022-11-05 19:55:40,"RT @DrAhmedHersi1: #SuicideAwareness 
Is about time that #somaliland got her own hotline for #SuicidePrevention 
We are more into the body…","[{'text': 'SuicideAwareness', 'indices': [19, 36]}, {'text': 'somaliland', 'indices': [57, 68]}, {'text': 'SuicidePrevention', 'indices': [93, 111]}]"
2022-11-05 19:44:03,"RT @PrematureTantie: Staying alive becomes so challenging when you're suicidal. 

Even when you don't have a plan to commit suicide, your m…",[]
2022-11-05 19:43:21,RT @JoniMartins3: A love lost. Depression and suicidal ideation. Regrets for harsh words uttered. Can family and friends turn things around…,[]
2022-11-05 19:27:21,"If you or someone you know is struggling or in crisis, you are not alone. Help is available. Call or text 988. 

#SuicideAwareness #SuicidePrevention","[{'text': 'SuicideAwareness', 'indices': [113, 130]}, {'text': 'SuicidePrevention', 'indices': [131, 149]}]"
2022-11-05 19:22:15,"Staying alive becomes so challenging when you're suicidal. 

Even when you don't have a plan to commit suicide, your mind is fighting to stop you from doing the basic things you need to do to keep yourself alive &amp; well: eating, hygiene, moving, etc. #SuicideAwareness","[{'text': 'SuicideAwareness', 'indices': [254, 271]}]"
2022-11-05 19:09:13,"RT @RachelB36245295: Today I cried many tears
Today I hurt
Today my anxiety is off the scale
Today I managed to work
Today I miss Mike
Toda…",[]
2022-11-05 18:53:01,"RT @arivas1337: ""Just be happy"" ""what do you have to be depressed about"" ""man up"" ""just do something"" ""get out of bed""

- people who dont u…",[]
2022-11-05 18:48:48,"May I please get 2 friends or family members (out of the few 100 folks on my page) to copy and re-post? I am trying to demonstrate that someone is always listening.  

#SuicideAwareness call 116123

Just two. Any two.

Say Done.","[{'text': 'SuicideAwareness', 'indices': [168, 185]}]"
2022-11-05 18:31:33,"RT @DrAhmedHersi1: #SuicideAwareness 
Is about time that #somaliland got her own hotline for #SuicidePrevention 
We are more into the body…","[{'text': 'SuicideAwareness', 'indices': [19, 36]}, {'text': 'somaliland', 'indices': [57, 68]}, {'text': 'SuicidePrevention', 'indices': [93, 111]}]"
2022-11-05 18:27:23,RT @SeanPaulMurphy: I nearly committed suicide at 11:45 one Friday night. I survived to live a happy and productive life. You can too! #Sui…,[]
2022-11-05 18:15:19,"988 is a new system that recently went live to help people reach help in a mental health crisis.
Can I please get 2 friends to copy and re-post? 
#SuicideAwareness call 988","[{'text': 'SuicideAwareness', 'indices': [146, 163]}]"
2022-11-05 18:07:41,"RT @3Ts_irl: For anyone struggling with #mentalhealth or suicide-related issues, there's some great voluntary support services who want to…","[{'text': 'mentalhealth', 'indices': [40, 53]}]"
2022-11-05 17:58:38,"RT @LinNorfleet: May I please get 2 friends or family members (out of all my friends on my page) to copy and re-post? 

#SuicideAwareness…","[{'text': 'SuicideAwareness', 'indices': [120, 137]}]"
2022-11-05 17:57:26,"RT @PTSDorMe: B/c I’ve gone that far
B/c I have done that 
B/c I’ve crossed that line
B/c I’ve gone that black 

These pushups are 4 me
B/c…",[]
2022-11-05 17:51:45,"988 is a new system that recently went live to help people reach help in a mental health crisis.
May I please get 2 friends or family members to copy and re-post? I am trying to demonstrate that someone is always listening.  
#SuicideAwareness call 988","[{'text': 'SuicideAwareness', 'indices': [226, 243]}]"
2022-11-05 17:45:26,"RT @RachelB36245295: Today I cried many tears
Today I hurt
Today my anxiety is off the scale
Today I managed to work
Today I miss Mike
Toda…",[]
2022-11-05 17:44:10,"United Against Suicide, No More Stigma! #suicideawareness #suicideprevention https://t.co/mDk6Yk2PPq","[{'text': 'suicideawareness', 'indices': [40, 57]}, {'text': 'suicideprevention', 'indices': [58, 76]}]"
2022-11-05 17:32:42,Out of the darkness walk 2022!! Great seeing friends and co-workers walking for a cause that matters!! #SuicideAwareness https://t.co/SkbXCE0ajZ,"[{'text': 'SuicideAwareness', 'indices': [103, 120]}]"
2022-11-05 17:19:17,"#SuicidePrevention
#SuicideAwareness
If you or someone you know is struggling with suicidal thoughts or mental health matters please call the National Suicide Prevention Lifeline at 800-273-8255 to connect with a trained counselor or visit the NSPL site. https://t.co/vOTrVbIZC4","[{'text': 'SuicidePrevention', 'indices': [0, 18]}, {'text': 'SuicideAwareness', 'indices': [19, 36]}]"
2022-11-05 17:16:59,If you ever feel like giving in remember the world is a better place with you in it trust me I’ve felt that low! You will get through this 🙏💛 #SuicidePrevention #SuicideAwareness #MentalHealthAwareness #MentalHealthMatters,"[{'text': 'SuicidePrevention', 'indices': [142, 160]}, {'text': 'SuicideAwareness', 'indices': [161, 178]}, {'text': 'MentalHealthAwareness', 'indices': [179, 201]}, {'text': 'MentalHealthMatters', 'indices': [202, 222]}]"
2022-11-05 17:09:13,Fab 2 days delivering @MHFAEngland course to an inter faith group supported by the St Philips centre in #Leicester #SuicideAwareness #MentalHealthMatters https://t.co/f61bWsVIxE,"[{'text': 'Leicester', 'indices': [104, 114]}, {'text': 'SuicideAwareness', 'indices': [115, 132]}, {'text': 'MentalHealthMatters', 'indices': [133, 153]}]"
2022-11-05 16:54:18,Tired from the night shifts. 👨🏻 #day5 #movember #movember2022 #charity #mentalhealthawareness #suicideawareness #unitedwemo #mo  @movember https://t.co/QoqvjxE6pF,"[{'text': 'day5', 'indices': [32, 37]}, {'text': 'movember', 'indices': [38, 47]}, {'text': 'movember2022', 'indices': [48, 61]}, {'text': 'charity', 'indices': [62, 70]}, {'text': 'mentalhealthawareness', 'indices': [71, 93]}, {'text': 'suicideawareness', 'indices': [94, 111]}, {'text': 'unitedwemo', 'indices': [112, 123]}, {'text': 'mo', 'indices': [124, 127]}]"
2022-11-05 16:43:32,I wonder what Ms Lilly is thinking about #company #trauma #SuicidePrevention #SuicideAwareness https://t.co/gU16gDYb6n,"[{'text': 'company', 'indices': [41, 49]}, {'text': 'trauma', 'indices': [50, 57]}, {'text': 'SuicidePrevention', 'indices': [58, 76]}, {'text': 'SuicideAwareness', 'indices': [77, 94]}]"
2022-11-05 16:34:22,"RT @DrAhmedHersi1: #SuicideAwareness 
Is about time that #somaliland got her own hotline for #SuicidePrevention 
We are more into the body…","[{'text': 'SuicideAwareness', 'indices': [19, 36]}, {'text': 'somaliland', 'indices': [57, 68]}, {'text': 'SuicidePrevention', 'indices': [93, 111]}]"
2022-11-05 16:34:00,This #GraveTale took me to the place in #Baltimore where people came from up and down the East Coast to kill themselves. #SuicidePrevention #SuicideAwareness  SeanPaulMurphyVille: Grave Tales #32: John P. Brandau https://t.co/OYM3z3mCwq https://t.co/8snYbXzzMC,"[{'text': 'GraveTale', 'indices': [5, 15]}, {'text': 'Baltimore', 'indices': [40, 50]}, {'text': 'SuicidePrevention', 'indices': [121, 139]}, {'text': 'SuicideAwareness', 'indices': [140, 157]}]"
2022-11-05 16:31:59,"RT @DrAhmedHersi1: #SuicideAwareness 
Is about time that #somaliland got her own hotline for #SuicidePrevention 
We are more into the body…","[{'text': 'SuicideAwareness', 'indices': [19, 36]}, {'text': 'somaliland', 'indices': [57, 68]}, {'text': 'SuicidePrevention', 'indices': [93, 111]}]"
2022-11-05 16:31:54,"RT @DrAhmedHersi1: #SuicideAwareness 
Is about time that #somaliland got her own hotline for #SuicidePrevention 
We are more into the body…","[{'text': 'SuicideAwareness', 'indices': [19, 36]}, {'text': 'somaliland', 'indices': [57, 68]}, {'text': 'SuicidePrevention', 'indices': [93, 111]}]"
2022-11-05 16:28:47,"Save this infographic. It may help someone you know!
#suicideprevention 
#suicideawareness 
https://t.co/vvftk1Ek1K https://t.co/El19Wq3Mt2","[{'text': 'suicideprevention', 'indices': [53, 71]}, {'text': 'suicideawareness', 'indices': [73, 90]}]"
2022-11-05 16:28:04,"#SuicideAwareness 
Is about time that #somaliland got her own hotline for #SuicidePrevention 
We are more into the body the #mind is completely out of the window.If You Think this HotLine will saves Lives Please support us and make it happens 🙏
#HotLine
#mentalillness 
#Suicide https://t.co/j1F1nemPam","[{'text': 'SuicideAwareness', 'indices': [0, 17]}, {'text': 'somaliland', 'indices': [38, 49]}, {'text': 'SuicidePrevention', 'indices': [74, 92]}, {'text': 'mind', 'indices': [124, 129]}, {'text': 'HotLine', 'indices': [245, 253]}, {'text': 'mentalillness', 'indices': [254, 268]}, {'text': 'Suicide', 'indices': [270, 278]}]"
2022-11-05 16:24:07,"988 is a new system that recently went live to help people reach help in a mental health crisis.
May I please get 2 followers to copy and re-post? I am trying to demonstrate that someone is always listening.  
#SuicideAwareness call 988
Just two. Any two.","[{'text': 'SuicideAwareness', 'indices': [210, 227]}]"
2022-11-05 16:00:31,Im tired of people still saying “that would be my 13th reason” 😡 #SuicideAwareness #SuicidePrevention Suicide and Crisis Lifeline 988 https://t.co/QCVt5DFyK8,"[{'text': 'SuicideAwareness', 'indices': [65, 82]}, {'text': 'SuicidePrevention', 'indices': [83, 101]}]"
2022-11-05 15:59:21,"The PCFAC U18AA Storm are proud to announce our team sponsor for the 2022-23 season, Always Find A Reason To Smile Suicide Awareness and Prevention. 
Thank you for all that you do in our community and for our girls!
#AlwaysFindAReasonToSmile #SuicideAwareness #GoStorm https://t.co/Pe0a8CpMi4","[{'text': 'AlwaysFindAReasonToSmile', 'indices': [216, 241]}, {'text': 'SuicideAwareness', 'indices': [242, 259]}, {'text': 'GoStorm', 'indices': [260, 268]}]"
2022-11-05 15:07:06,"Out of the Darkness Suicide Awareness Walk with this guy, wouldn't miss it for the world.
#OutOfTheDarkness #SuicidePrevention #SuicideAwareness @JMOest2004 https://t.co/DEA0yH0U4h","[{'text': 'OutOfTheDarkness', 'indices': [90, 107]}, {'text': 'SuicidePrevention', 'indices': [108, 126]}, {'text': 'SuicideAwareness', 'indices': [127, 144]}]"
2022-11-05 15:00:03,After losing one of his best friends to #suicide radio host Gus Worland considers if there is a #Mentalhealth crisis. He explores the reasons why many #men struggle to open up about their feelings --&gt; https://t.co/HJOki5RXoY #MensHealthMonth #MensHealthWeek #SuicideAwareness https://t.co/DQJujdgTWD,"[{'text': 'suicide', 'indices': [40, 48]}, {'text': 'Mentalhealth', 'indices': [96, 109]}, {'text': 'men', 'indices': [151, 155]}, {'text': 'MensHealthMonth', 'indices': [228, 244]}, {'text': 'MensHealthWeek', 'indices': [245, 260]}, {'text': 'SuicideAwareness', 'indices': [261, 278]}]"
2022-11-05 14:57:30,"RT @Zer0Suicide: #FeedbackFriday

If you knew someone was struggling with thoughts of #suicide would you want to know what to say and do? O…","[{'text': 'FeedbackFriday', 'indices': [17, 32]}, {'text': 'suicide', 'indices': [86, 94]}]"
2022-11-05 14:34:58,"RT @HELLANBIGLOVE: @PC_SteveCroshaw https://t.co/WbVFRhUlOs

👉 #ChildCriminalExoitation 
💥 #CountyLines 
🕊 #ModernSlavery 
⚡ #Rewired 
😶 #I…",[]
2022-11-05 14:26:32,"RT @RachelB36245295: Today I cried many tears
Today I hurt
Today my anxiety is off the scale
Today I managed to work
Today I miss Mike
Toda…",[]
2022-11-05 14:15:30,"RT @reyaazm: @KTHopkins I've nothing to promote. 

The Samaritans.
FREEPHONE 116 123 (UK). 

A simple retweet might save someone's life.Tha…",[]
2022-11-05 14:03:14,Daily reminder from master Yoda #SuicideAwareness https://t.co/bN5IuSX473,"[{'text': 'SuicideAwareness', 'indices': [32, 49]}]"
2022-11-05 13:57:56,"RT @AmericanLegion: “Our goal is to save a life."" 
Massachusetts Post 373 teaming w/ @VACWMASS, @RedSoxFund, @MassDVS, @TheNationsFirst &amp; o…",[]
2022-11-05 13:45:19,"RT @JoniMartins3: ""When love is lost, depression and suicidal thoughts reign. Will family and friends succeed to turn things around before…",[]
2022-11-05 13:36:29,"RT @AmericanLegion: “Our goal is to save a life."" 
Massachusetts Post 373 teaming w/ @VACWMASS, @RedSoxFund, @MassDVS, @TheNationsFirst &amp; o…",[]
2022-11-05 13:25:22,"""When love is lost, depression and suicidal thoughts reign. Will family and friends succeed to turn things around before life is also lost?
Lost Love by @JoniMartins3
⭐️⭐️⭐️⭐️⭐️
https://t.co/1sTRhJyhNN
#KCHpromote #Suicideawareness
"" https://t.co/DHMX1SZkmm","[{'text': 'KCHpromote', 'indices': [202, 213]}, {'text': 'Suicideawareness', 'indices': [214, 231]}]"
2022-11-05 13:22:57,"A love lost. Depression and suicidal ideation. Regrets for harsh words uttered. Can family and friends turn things around before disaster strikes?
Lost Love by @JoniMartins3
⭐️⭐️⭐️⭐️⭐️
https://t.co/1sTRhJheLN
#IARTG #Romance #Suicideawareness
Read this emotional read now! https://t.co/LL7aD4Aonv","[{'text': 'IARTG', 'indices': [209, 215]}, {'text': 'Romance', 'indices': [216, 224]}, {'text': 'Suicideawareness', 'indices': [225, 242]}]"
2022-11-05 13:20:03,RT @PennyJaneBlack: #newleaflets have come early! Wasn’t expecting them till next Thursday 😁😁 really happy with them and as the #competitio…,"[{'text': 'newleaflets', 'indices': [20, 32]}]"
2022-11-05 13:16:12,"#newleaflets have come early! Wasn’t expecting them till next Thursday 😁😁 really happy with them and as the #competition is still ongoing, you can now see the answers 😉😉😂😂 #soundtrack #SuicideAwareness #mentalhealth #itsoktonotbeok https://t.co/HRYXFV1sG2","[{'text': 'newleaflets', 'indices': [0, 12]}, {'text': 'competition', 'indices': [108, 120]}, {'text': 'soundtrack', 'indices': [172, 183]}, {'text': 'SuicideAwareness', 'indices': [184, 201]}, {'text': 'mentalhealth', 'indices': [202, 215]}, {'text': 'itsoktonotbeok', 'indices': [216, 231]}]"
2022-11-05 13:08:47,"@ian_rodd @glamvicar But I'm 100% with you: ""committed suicide"" is inappropriate language and broadcasters should do better. It is still used way to often and it's #NotOK 
#SuicideAwareness","[{'text': 'NotOK', 'indices': [164, 170]}, {'text': 'SuicideAwareness', 'indices': [172, 189]}]"
2022-11-05 13:08:00,"RT @SandeepSaib: 📢Guys, we need more support around #SuicideAwareness and #SuicidePrevention. We want to hear from you. Help us by completi…","[{'text': 'SuicideAwareness', 'indices': [52, 69]}, {'text': 'SuicidePrevention', 'indices': [74, 92]}]"
2022-11-05 13:07:11,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 13:07:08,"RT @TarrantCMS: ""It's Not Okay"" -  TCMS President @drshannacombs on the tragic reality of physician suicide and changes that must be made f…",[]
2022-11-05 12:49:29,"RT @allevin18: ""Challenging Our Negative Thoughts"" https://t.co/gW3msBDTs5 Sharing my story, blogging and podcasting to #EndTheStigma &amp; to…","[{'text': 'EndTheStigma', 'indices': [120, 133]}]"
2022-11-05 12:47:22,"RT @reyaazm: @KTHopkins I've nothing to promote. 

The Samaritans.
FREEPHONE 116 123 (UK). 

A simple retweet might save someone's life.Tha…",[]
2022-11-05 12:23:29,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 12:19:37,"My book has been a published paperback for 3 weeks😊

I have been incredibly touched by the response and reviews🙏

Please do check it out and 
thank you all for your support💚🙏💚

https://t.co/YPK7zdFiAS 📗

#mentalhealth 
#suicideawareness 
#selfhelp 
#prison
#personalmemoir","[{'text': 'mentalhealth', 'indices': [204, 217]}, {'text': 'suicideawareness', 'indices': [219, 236]}, {'text': 'selfhelp', 'indices': [238, 247]}, {'text': 'prison', 'indices': [249, 256]}, {'text': 'personalmemoir', 'indices': [257, 272]}]"
2022-11-05 12:12:45,"RT @RachelB36245295: Today I cried many tears
Today I hurt
Today my anxiety is off the scale
Today I managed to work
Today I miss Mike
Toda…",[]
2022-11-05 12:01:59,"“Our goal is to save a life."" 
Massachusetts Post 373 teaming w/ @VACWMASS, @RedSoxFund, @MassDVS, @TheNationsFirst &amp; others for today's #BeTheOne #SuicidePrevention symposium. https://t.co/o1aXwHDzJg #SuicideAwareness #BestOfTheWeek","[{'text': 'BeTheOne', 'indices': [141, 150]}, {'text': 'SuicidePrevention', 'indices': [151, 169]}, {'text': 'SuicideAwareness', 'indices': [205, 222]}, {'text': 'BestOfTheWeek', 'indices': [223, 237]}]"
2022-11-05 11:44:46,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 11:35:47,RT @ashortsentence1: #selfcare it’s so bloody hard sometimes. #HappyWeekend to you all my Tweep friends. #mentalhealth #SuicideAwareness ht…,"[{'text': 'selfcare', 'indices': [21, 30]}, {'text': 'HappyWeekend', 'indices': [62, 75]}, {'text': 'mentalhealth', 'indices': [105, 118]}, {'text': 'SuicideAwareness', 'indices': [119, 136]}]"
2022-11-05 11:31:11,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 11:30:18,"""Harsh words shatter his self-esteem. Will their friends’ intervention work before it all ends in suicide?
Lost Love by @JoniMartins3
⭐️⭐️⭐️⭐️⭐️
#CoPromos #Romance #Suicideawareness
Grab this emotional read now!"" https://t.co/OCFbuGapqt","[{'text': 'CoPromos', 'indices': [145, 154]}, {'text': 'Romance', 'indices': [155, 163]}, {'text': 'Suicideawareness', 'indices': [164, 181]}]"
2022-11-05 11:09:18,"RT @JoniMartins3: When love is lost, depression and suicidal thoughts reign. Will family and friends succeed to turn things around before l…",[]
2022-11-05 11:00:17,"When love is lost, depression and suicidal thoughts reign. Will family and friends succeed to turn things around before life is also lost?
Lost Love by @JoniMartins3
⭐️⭐️⭐️⭐️⭐️
https://t.co/1sTRhJyhNN
#KCHpromote #Suicideawareness https://t.co/rRF6DQxRtB","[{'text': 'KCHpromote', 'indices': [201, 212]}, {'text': 'Suicideawareness', 'indices': [213, 230]}]"
2022-11-05 10:59:35,"RT @Zer0Suicide: #FeedbackFriday

If you knew someone was struggling with thoughts of #suicide would you want to know what to say and do? O…","[{'text': 'FeedbackFriday', 'indices': [17, 32]}, {'text': 'suicide', 'indices': [86, 94]}]"
2022-11-05 10:58:44,"When you learn that one of your teenager’s old schoolmates took his own life this week, then see your own baby boy’s memorial rose growing in the garden, you have to remember people and moments with fondness.  #sadness #SuicideAwareness #SuicidePrevention https://t.co/A2WX8Cb8dn","[{'text': 'sadness', 'indices': [210, 218]}, {'text': 'SuicideAwareness', 'indices': [219, 236]}, {'text': 'SuicidePrevention', 'indices': [237, 255]}]"
2022-11-05 10:50:17,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 10:49:28,#selfcare it’s so bloody hard sometimes. #HappyWeekend to you all my Tweep friends. #mentalhealth #SuicideAwareness https://t.co/nBOYTYVyaP,"[{'text': 'selfcare', 'indices': [0, 9]}, {'text': 'HappyWeekend', 'indices': [41, 54]}, {'text': 'mentalhealth', 'indices': [84, 97]}, {'text': 'SuicideAwareness', 'indices': [98, 115]}]"
2022-11-05 10:38:48,"RT @3Ts_irl: For anyone struggling with #mentalhealth or suicide-related issues, there's some great voluntary support services who want to…","[{'text': 'mentalhealth', 'indices': [40, 53]}]"
2022-11-05 10:32:42,"RT @RachelB36245295: Today I cried many tears
Today I hurt
Today my anxiety is off the scale
Today I managed to work
Today I miss Mike
Toda…",[]
2022-11-05 10:08:50,"RT @RachelB36245295: Today I cried many tears
Today I hurt
Today my anxiety is off the scale
Today I managed to work
Today I miss Mike
Toda…",[]
2022-11-05 09:57:38,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 09:53:29,"I wandered lonely in a crowd…….

#SuicidePrevention #mentalhealth #loneliness #MentalHealthMatters #SuicideAwareness https://t.co/3ftWlalcmJ","[{'text': 'SuicidePrevention', 'indices': [33, 51]}, {'text': 'mentalhealth', 'indices': [52, 65]}, {'text': 'loneliness', 'indices': [66, 77]}, {'text': 'MentalHealthMatters', 'indices': [78, 98]}, {'text': 'SuicideAwareness', 'indices': [99, 116]}]"
2022-11-05 09:01:52,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 08:48:23,"RT @DrBuzz_Forensic: Actor Gig Young was #BornOnThisDay on Nov. 4, 1913. Remembered for his many films. A chronic alcoholic &amp; depressed he…","[{'text': 'BornOnThisDay', 'indices': [41, 55]}]"
2022-11-05 08:44:47,"https://t.co/FuZ24J4OuT 
When love is lost, depression and suicidal thoughts reign. Will family and friends succeed to turn things around before life is also lost? 
Lost Love by @JoniMartins3 
⭐️⭐️⭐️⭐️⭐️ 
https://t.co/PNxgfPy6B3 
#KCHpromote #Suicideawareness","[{'text': 'KCHpromote', 'indices': [230, 241]}, {'text': 'Suicideawareness', 'indices': [242, 259]}]"
2022-11-05 08:36:00,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 08:25:55,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 08:07:07,Male population tends to be more suicidal. They’re less like to get help. Talking about #mentalhealth issue doesn’t mean you’re weak. Fear not and get a professional help #SuicideAwareness #MentalHealthAwareness #psychotherapy https://t.co/2xe1dHPixW,"[{'text': 'mentalhealth', 'indices': [88, 101]}, {'text': 'SuicideAwareness', 'indices': [171, 188]}, {'text': 'MentalHealthAwareness', 'indices': [189, 211]}, {'text': 'psychotherapy', 'indices': [212, 226]}]"
2022-11-05 07:48:28,"RT @yaadac: India has no law to protect men!
@DeccanHerald
@NyayPrayaas 
#Falsecases
#498A 
#Falselyaccused
#Mentalhealth
#SuicideAwareness…","[{'text': 'Falsecases', 'indices': [73, 84]}, {'text': '498A', 'indices': [85, 90]}, {'text': 'Falselyaccused', 'indices': [92, 107]}, {'text': 'Mentalhealth', 'indices': [108, 121]}, {'text': 'SuicideAwareness', 'indices': [122, 139]}]"
2022-11-05 07:46:38,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 07:32:37,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 07:27:10,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 06:46:50,"RT @Martinsuz: May I please get 2 friends to copy and repost? I am trying to demonstrate that someone is always listening. 
#SuicideAwarene…",[]
2022-11-05 06:31:05,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 06:26:29,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 06:22:51,"RT @imasurvivor66: Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy…",[]
2022-11-05 06:22:07,"Sadly, we don’t always know the depths of someone’s depression, until it's too late 😢 Please, can just one person, copy &amp; paste or RT this. I'm trying to demonstrate, that someone, is always listening 🙏
#SuicideAwareness
#SupportNotJudgement","[{'text': 'SuicideAwareness', 'indices': [207, 224]}, {'text': 'SupportNotJudgement', 'indices': [225, 245]}]"
2022-11-05 06:04:22,RT @Stop_Stigma: I’m sure my son would say this to all those suffering in their mind. NOTHING is worth taking your life. #NothingIsWorthTak…,[]
2022-11-05 03:45:00,I nearly committed suicide at 11:45 one Friday night. I survived to live a happy and productive life. You can too! #SuicidePrevention #SuicideAwareness  SeanPaulMurphyVille: The Promise - Chapter 15 - Quarter to Midnight (A ... https://t.co/h2EchhODcR,"[{'text': 'SuicidePrevention', 'indices': [115, 133]}, {'text': 'SuicideAwareness', 'indices': [134, 151]}]"
